text,bias
"A former North Korean diplomat who staged a high-profile defection to the South on Saturday urged an old colleague who has gone missing in Italy to defect to Seoul, following a report that he was seeking asylum in the United States.",0
"Such criminalization would be accomplished via universal background checks, which Harris strongly supports.",0
"The radical leftist has been gaining in the national polls and is beginning to take the lead in key early primary and caucus states as the February 3 Iowa caucus, which kicks off the Democrat Party’s nomination process, draws nearer.",1
The governor of Minnesota declared a state of peacetime emergency in the city of Minneapolis after violent protests erupted on Wednesday night following the death of a Black homicide suspect who police say shot himself.,0
Hungary’s parliament has passed a declaration against signing the Istanbul Convention on preventing and combating violence against women because it smuggles in provisions declaring gender a “social construct” and allowing “gender-based asylum claims”.,1
"They’ve all surrendered to the radical left because a) in many cases they share its politics anyway, and b) if they didn’t do so their careers would now be toast.",1
"Trump has repeatedly boasted about and taken credit for the stock market’s performance during his three years in office, including as recently as last Saturday after a strong rebound the day before. Trump has also warned that Wall Street would fall if a Democratic candidate wins the November presidential election.",1
This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.,1
"Last week, two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.",0
Joe Biden told Wall Street donors to his campaign that he planned to reverse most of President Donald Trump’s tax cuts.,0
"Breaking store windows, setting buildings on fire, vandalizing monuments to American heroes, leaving graffiti threats on synagogue walls, attacking Christian churches and tombstones, terrorizing the living, and giving no peace to the dead— these are the great accomplishments of Antifa and those they egg on.",1
