text,slant,nonpartisan,slight-partisan,hyperpartisan
"Dr. Scott Atlas: Fauci Is A 'Political Animal,' COVID-19 Lockdowns 'Kill People'",2,0,0,1
Joe Biden and President Trump just wrapped up their brutal first debate,0,1,0,0
Trump’s Pick In Minnesota Senate Race Has A History Of Racist Comments,2,0,0,1
Poll: Most Americans Reject Supreme Court’s Decision in Roe v. Wade,2,0,0,1
States reopening after Coronavirus shut us down. That means vastly different things depending on where you live,1,0,1,0
"Top U.S. health officials to testify in Senate on coronavirus, economic reopening",0,1,0,0
Islamic Groups 'Thrilled' About Governors Approving More Refugees,2,0,0,1
AP FACT CHECK: Trump's flailing effort resting on mendacity,1,0,1,0
"Bosnian Man Inspired By Islamic Terrorism Allegedly Stabbed, Shot Police Officers During Riots In New York",2,0,0,1
UPDATE 6-Mexican referendum rejects U.S. Modelo brewer in new investment blow,0,1,0,0
"Dark Money Progressive Groups Spending Millions to Politicize Coronavirus, Spread Fear",2,0,0,1
"Manhattan DA Vance 'still fishing for ways to justify' harassment of Trump over tax records, lawyers claim",0,1,0,0
"In coronavirus war, hang on, help is on the way with COVID-19 vaccine: Anthony Fauci Q&A",1,0,1,0
Justice Department brings new suits over sanctuary policies,1,0,1,0
"After trying for a decade, central banks might succeed at generating inflation",0,1,0,0
Trump says he won't close the country if second wave of coronavirus hits,0,1,0,0
"Fact Checkers Blast Biden’s Outlandish Remark About Trump, Pandemic: ‘Biden Is Making This Up’ | The Daily Wire",2,0,0,1
"'The problem there is not with the president': Sen. Mike Lee says his issue was with Iran intel briefing, not Trump",1,0,1,0
Trump Fires Intelligence Community Watchdog Who Helped Launch Democrats Impeachment Inquiry,2,0,0,1
"U.S. Cities Assess Protest Damage, Await Another Day Of Unrest",2,0,0,1
"Garth Brooks interview: On new album 'Fun,' singing 'Shallow' and the CMAs",1,0,1,0
Hong Kong freedom lovers deserve global support against Chinese Communist Party's new Red Terror,1,0,1,0
Report: Pennsylvania Union Bosses Struggling to Convince Members to Vote Against Donald Trump,2,0,0,1
"In a first, US slaps sanctions on Russian white supremacists",1,0,1,0
Letters to the Editor: 'Unbelievable!' — Marines speak out against Trump's authoritarianism,1,0,1,0
'This is not a reality TV show': Trump criticized for tweets on TV ratings as coronavirus death toll rises,1,0,1,0
HATE CRIME HOAX: Civil Rights Mural Defaced In Philly With Racist Language – By A Black Man,2,0,0,1
Dr. Fauci contradicted Trump's repeated claims that the US is 'rounding the corner' on COVID-19. It's 'actually going in the wrong direction',1,0,1,0
"GOP senators release list of Obama officials who asked to 'unmask' Flynn. It 'backfired,' Biden campaign says.",1,0,1,0
What lies ahead could include a constitutional crisis over succession — here's why,2,0,0,1
New GOP head wants earlier ballot counting in Wisconsin,1,0,1,0
"Delingpole: One Law for Black Lives Matter, Another for the Rest",2,0,0,1
Guam reports 1st death related to COVID-19 outbreak,1,0,1,0
Seven states issue stay-at-home orders; Trump says U.S. will reopen 'very soon' - Breitbart,2,0,0,1
Coronavirus TV time: Netflix's 'Tiger King' transcends isolation to build community,1,0,1,0
Utah Democrats cross party lines to have political impact,1,0,1,0
Top Mueller Prosecutor Resigns From DOJ Amid Turmoil In Roger Stone Case,2,0,0,1
"Police honor slain comrade, NOLA jazz festival canceled, FedEx delivers wedding ring: News from around our 50 states",1,0,1,0
False claim: Bill Gates traveled to Epstein’s island multiple times,0,1,0,0
Report: Coronavirus has been a gift to dictators,1,0,1,0
Judge rules Virginia gun range can open amid virus closures,1,0,1,0
Alabama delays March 31 GOP Senate runoff to July 14,1,0,1,0
"Joe Biden Bets Big On South Carolina, But Super Tuesday Could Be A Problem",2,0,0,1
Laid Off And Lost Your Health Insurance? You Have Options.,2,0,0,1
"Kobe Bryant's high school coach lost his 'hero,' LeBron James 'devastated'",0,1,0,0
Anger grows at GOP over economic pain: ‘I blame Mitch McConnell the most’,2,0,0,1
"The Latest: Spain reaches 20,000 deaths from coronavirus",1,0,1,0
Ro Khanna urges Democrats to strike COVID relief deal with White House: 'People are suffering',2,0,0,1
Analysis: Trump sanctions could give Biden a bargaining chip in deal talks with Iran,0,1,0,0
Trump warns he may move Republican convention site from NC,0,1,0,0
"Bill Barr's Final Press Conference: 'No Reason' to Appoint Special Counsel on Election, Hunter Biden",2,0,0,1
Trump Eyes Accused ‘Quack’ Dr. Oz for Coronavirus Advice,2,0,0,1
Democrats Call For Expanded Absentee And Early Voting Due To Coronavirus,2,0,0,1
"Boeing borrows $25 billion instead of pursuing federal bailout amid coronavirus, 737 Max crises",1,0,1,0
Cycle power: Bikes emerge as a post-lockdown commuter option,1,0,1,0
REPORT: Delaware police referred Hunter Biden investigation to FBI,2,0,0,1
Feds privately explore whether Latino immigrants are to blame for coronavirus flare-ups,1,0,1,0
Philippines' Duterte says Trump deserves to be re-elected,0,1,0,0
Senate to take up impeachment in a day of ceremony and formality,0,1,0,0
"Pelosi Stands Up For Brutal Terrorist, Scolds Trump For ‘Disproportionate’ Hit On Soleimani",2,0,0,1
"Why 4,998 died in U.S. jails before their day in court",0,1,0,0
Here are the 7 distinctive traits of conspiratorial thinking,2,0,0,1
Stocks claw back ground on Wall Street; Dow jumps 900 points,1,0,1,0
Fauci: Return to Normal Life Depends on Vaccine Rollout and ‘a Rather Strict Adherence’ to Restrictions,2,0,0,1
Fox News under fire by Trump allies over Arizona Biden projection,0,1,0,0
"Top Harvard Professor Arrested For Lying To Feds About Involvement In Chinese Spy Program, Prosecutors Say",2,0,0,1
'Americans need cash now:' Coronavirus has lawmakers calling for UBI,0,1,0,0
Riots Against Law Protecting Religious Persecution Victims Greet Trump in India,2,0,0,1
Can I get sued if an employee catches COVID-19? Ask HR,1,0,1,0
Republican National Convention sells Trump economic myth,1,0,1,0
"Wisconsin's Democratic governor postpones Tuesday's election, Republicans challenge order",0,1,0,0
"US STOCKS-S&P 500 clears 3,000 barrier on economic recovery and vaccine hopes",0,1,0,0
These 13 men were charged with conspiring to kidnap Whitmer: Here's what we know,1,0,1,0
Trump to use Defense Production Act to increase swab production amid coronavirus testing shortage,0,1,0,0
"Nolte: Alleged Hate Crime in Madison, WI, Exposed as Yet Another Hate Hoax",2,0,0,1
Why experts fears the fractured U.S. health system under Trump is ‘woefully unprepared’ for what we face,2,0,0,1
"UPDATE 1-Uber Eats features black-owned restaurants on U.S., Canadian delivery platform",0,1,0,0
"'America's Frontline Doctors' may be real doctors, but experts say they don't know what they're talking about",1,0,1,0
Dow: Stocks rise on hopes for coronavirus progress,1,0,1,0
Several states have altered their primary election plans due to coronavirus. Here's how,1,0,1,0
AG Barr under investigation by internal Justice Department watchdog for interfering in Stone sentencing,2,0,0,1
‘Chaos and Confusion’: Voters Cast Ballots in Virus’ Shadow,2,0,0,1
Trump Writes 'I Love Texas!' Over Video Of MAGA Truck Attack On Biden Caravan,2,0,0,1
Trump: Democrats Would Have Leaked Soleimani Action To ‘The Fake News’,2,0,0,1
Small businesses reinvent themselves to make products needed for the coronavirus crisis,0,1,0,0
Ex-presidents would get vaccine publicly to boost confidence,1,0,1,0
Second Georgia county finds previously uncounted votes,1,0,1,0
"Saying Trump 'drifted away' from Constitution, Colin Powell picks Biden",0,1,0,0
Ivanka Trump blames ‘cancel culture’ after technical college pulls her commencement speech. Here’s why that’s absurd,2,0,0,1
"Coronavirus live updates: 'Virus decides' when to reopen US, Fauci says; no travel for Good Friday, Easter; deaths surpass 16,000",1,0,1,0
"In bid for unity, ex-rival Sanders backs Biden to challenge Trump",1,0,1,0
Canada PM says will not retaliate against U.S. over block of mask exports,0,1,0,0
Justice Department will replace top Manhattan federal prosecutor Geoffrey Berman with SEC chief Jay Clayton,0,1,0,0
Slovakia condemns Belgian police brutality against citizen,1,0,1,0
AP: China Hid Pandemic Status Of Coronavirus For Six Days,2,0,0,1
"Mortgage refinancing is hot, but using your home as an ATM is not",0,1,0,0
"Polio vaccine could give temporary protection against COVID-19, scientists hope",1,0,1,0
Welcome to 'Crazytown': An unprecedented frenzy in Georgia shows how democracy breaks down,2,0,0,1
Trump ‘Surges’ Feds to Chicago Like It’s the New Iraq,2,0,0,1
Michigan bans open carry of guns at Election Day polling places on heels of Gov. Whitmer kidnap plot,0,1,0,0
"Bernie Sanders, Featuring Vampire Weekend, Rocks to a Close in Iowa",2,0,0,1
Rocket Strikes Afghan Presidential Palace Killing Three People,2,0,0,1
Trump eliminates 70 positions inherited from Obama — including roles on the NSC: report,2,0,0,1
&#x27;No way out&#x27;: Demographics drive GOP nosedive on West Coast,1,0,1,0
"‘Distressing Trend’: CDC Updates Guidance Again, Changes What ‘Close Contact’ Means",2,0,0,1
"Shares in Asia Pacific fall as global coronavirus death toll crosses 500,000; oil prices decline",0,1,0,0
"New Jobless Numbers — Coronavirus Unemployment Claims Eclipse 30 Million, Roughly 9% Of US population",2,0,0,1
Coronavirus: Some Diamond Princess passengers go home after quarantine; others stuck,1,0,1,0
Prosecutors depict ex-officer as complicit in Floyd's death,1,0,1,0
Cleveland Indians Look Into Changing Name Amid Pressure,2,0,0,1
US Navy welcomes 1st Black female Tactical Aircraft pilot,1,0,1,0
Fact check: Hydroxychloroquine is not the same as quinine and can't be made at home,0,1,0,0
Taiwan's military chief among eight dead in helicopter crash,0,1,0,0
Confirmed: China Pressured WHO Against Declaring Coronavirus Global Health Emergency,2,0,0,1
Boise State Suspends Voluntary Workouts After Positive Coronavirus Tests,2,0,0,1
Pence hit the Sunday talk shows without facing a single question about his abysmal HIV outbreak record,2,0,0,1
"Report: E.U. to Ban Americans, but Not Chinese, from Entry over Coronavirus",2,0,0,1
AP FACT CHECK: Trump misstates what happened in Kenosha,1,0,1,0
"Hollywood Dunks on Trump over Disinfectant Injection Gaffe: ‘Breathtakingly Stupid,’ ‘F**king Moron’",2,0,0,1
"Nolte: Media, Democrats Use McCloskey Case to Make Us Afraid to Protect Our Home",2,0,0,1
"Opinion: Drew Brees' egregious fumble could fracture relationships,  threaten Saints' cohesion",1,0,1,0
"Bernie Sanders Questioned About Past ‘Sympathy’ For Far-Left, Autocratic Regimes",2,0,0,1
What you need to know about the coronavirus right now,0,1,0,0
Senate To Remain In Session To Fight Coronavirus,2,0,0,1
Pence tries to project calm as virus response coordinator,1,0,1,0
Joe Biden Just Gave A Totally Normal Political Speech — And It Felt So Radical,2,0,0,1
These Vaccines Will Change Public Health Forever,2,0,0,1
New York Gov. Andrew Cuomo says he's 'not that confident' in federal government's handling of coronavirus crisis,0,1,0,0
The Latest: Portugal&#x27;s president declares national emergency,1,0,1,0
"US's Missouri Sues China For Lying, Not Doing Enough About COVID-19",2,0,0,1
White House advisor Dr. Fauci says handshaking needs to stop even when pandemic ends—other experts agree,0,1,0,0
Nightline Hosts Asks Pence If He Talks To God About People Who Died From Alleged Government Inaction On Coronavirus,2,0,0,1
How will COVID-19 change the way we work?,0,1,0,0
Coronavirus twice as fatal in males: U.S. health official,0,1,0,0
Trump is promoting violence during this lame duck period — and the GOP is ‘fine’ with it: conservative,2,0,0,1
DC Cops meet Proud Boys' violent rampage with polite request to 'please stop',2,0,0,1
"US blames Iran in abduction, death of ex-FBI agent Levinson",1,0,1,0
"The Original Avengers Reunite, And It Gets ‘Super’ Awkward",2,0,0,1
"Strongmen and strife: before Trump, I thought America was exceptional, now I have doubts",1,0,1,0
"Starbucks closes most U.S., Canada cafes, moves to drive-through",0,1,0,0
"As coronavirus panic spreads, Uber and Lyft riders of Asian descent are reporting discrimination from drivers",0,1,0,0
"Gov. Jim Justice Praises Trump's Handling of Virus, Warns of ‘Full-Fledged Depression’",2,0,0,1
"Russia And Iran Have Obtained Some US Voter Information, Are Attempting To Intimidate Voters, FBI Says",2,0,0,1
‘It Far Exceeds Their Standards’: Cotton Criticizes NYT For Apologizing ‘In The Face Of The Woke Mob Of Woke Kids’ Over His Op-Ed,2,0,0,1
"SolarWinds hackers accessed Microsoft source code, the company says",0,1,0,0
Dark days: Experts fear the holidays will fuel the US crisis,1,0,1,0
"Republican Murkowski, who opposed pre-election Supreme Court confirmation, will vote for Barrett",1,0,1,0
Coronavirus live updates: Denmark to cull infected mink; Germany's CureVac targeting mid-2021 for potential vaccine,0,1,0,0
‘Finally’: Judge orders Chelsea Manning’s immediate release after a year in jail and a suicide attempt,2,0,0,1
John Brennan: Trump Running Most Odious 'Disinformation Machine' in History,2,0,0,1
"Washington, Pennsylvania lead lawsuits over postal changes",1,0,1,0
Afghan government releases hundreds of Taliban prisoners,1,0,1,0
"U.S. confirms its eighth case of coronavirus, quarantine in effect",0,1,0,0
Kamala Harris Gave 1.1% of Income to Charity in 2019,2,0,0,1
Federal judge in Iowa ridicules Trump's pardons,1,0,1,0
"Pelosi says state, local government aid could come in two parts",0,1,0,0
America's latest salvo against China’s growing might: Cold War bombers,0,1,0,0
White House is accused of wrongly intervening to block John Bolton book,0,1,0,0
Ryder Cup postponed due to coronavirus,0,1,0,0
"Breakingviews - Corona Capital: Rich vs. poor, Carnival",0,1,0,0
MLS Shutting Down for 30 Days Due to Coronavirus,2,0,0,1
‘Tired of This Bullshit’: Workers Chase Benefits Amid GOP Race to Reopen,2,0,0,1
"Election Day 'Trump Train' caravans may be a security concern, experts say",1,0,1,0
"Eco-Warriors Harry and Meghan Fly to Trump's America with 'Sustainable' $1,790 Prada Bags",2,0,0,1
Mnuchin Discusses $850 Billion Stimulus and Checks to Americans,1,0,1,0
"New York, Denver, Minneapolis: Disturbing videos show vehicles plowing into George Floyd protests across US",1,0,1,0
Combat Veteran and PA Candidate Sean Parnell: Democrats 'Bloated with Contempt for Middle America',2,0,0,1
SHOCK: ‘More Than 40%’ Of Small Businesses May Close In The Next Six Months,2,0,0,1
"Five New York Metro Employees Charged With Overtime Fraud, Were Among Highest Paid Workers",2,0,0,1
WATCH: Track Championship Shows Why Female Athletes Should Not Face Transgender Competitors,2,0,0,1
