text,sentiment,negative,neutral,positive
"The debate over motivation, he said “does not in any way, I think, detract from the basic point that everyone during the election perceived accurately – that in fact what the Russian hack had done was create more problems for the Clinton campaign than it had for the Trump campaign”.",1,0,1,0
He wants to discredit American democracy and make us weaker in terms of leading the liberal democratic order.,0,1,0,0
"U.S. intelligence officials now believe with ""a high level of confidence"" that Russian President Vladimir Putin became personally involved in the covert Russian campaign to interfere in the U.S. presidential election, senior U.S. intelligence officials told NBC News.",0,1,0,0
"Their request: Ms. Fiorina, the former Hewlett-Packard chief executive, emerged from a meeting with the president-elect at Trump Tower on Monday to talk tough, not on Russia but on China, which she called “our most important adversary and a rising adversary.”",1,0,1,0
"And Ms. Fiorina, once a bitter foe of Mr. Trump’s, was effusive.",1,0,1,0
Mr. McCain withdrew his endorsement in October when an 11-year-old videotape surfaced in which Mr. Trump was caught on a hot mic using vulgar language about women.,0,1,0,0
But he said Mr. Trump’s comments indicate a lack of appreciation for the threat posed by Mr. Putin.,0,1,0,0
"Tillerson may be a friend of Putin’s, but he’s no friend of the planet.",0,1,0,0
"We have — I think, I can say at least for myself, I can't speak for him, but we have a really good chemistry together.",2,0,0,1
"On Wednesday, Mr. Panetta endorsed General Kelly, calling him an “excellent choice” and urging the Senate to confirm him.",2,0,0,1
TRUMP SAYS HE'LL NOMINATE RETIRED MARINE GEN.,1,0,1,0
MATTIS AS SECRETARY OF DEFENSE Carson ran against Trump during the Republican primary battle.,1,0,1,0
"But after he dropped out of the White House race in March, the subdued doctor quickly endorsed the boisterous businessman and became one of Trump’s most visible surrogates.",1,0,1,0
"“After serious discussions with the Trump transition team, I feel that I can make a significant contribution particularly to making our inner cities great for everyone,” Carson wrote.",1,0,1,0
His admirers praise his rags-to-riches success story.,2,0,0,1
But his critics say a career in medicine is not the right training for someone running a vast federal housing bureaucracy.,0,1,0,0
"“Our motivation is completely different, but,” he added, “we haven’t been contacted by anybody in the Trump administration.”",1,0,1,0
"""So many hundreds and hundreds of companies are doing this,"" Trump said.",1,0,1,0
"Pelosi has led House Democrats since 2003, and that’s what Ryan had argued is the problem.",0,1,0,0
"Channeling the anxiety over the electoral setbacks, Mr. Ryan came closer than anyone else to stripping Mrs. Pelosi of her leadership title.",0,1,0,0
"As chief of the Commerce Department, Ross will oversee the Census, the Bureau of Economic Analysis, National Oceanic and Atmospheric Administration and other components.",2,0,0,1
"He has a home in Palm Beach, Fla., where Trump's Mar-a-Lago estate is located.",1,0,1,0
"In 1995, Ross, then a Democratic fundraiser, married New York Lt.",2,0,0,1
The 53-year-old Mnuchin was in May appointed Trump's campaign finance chairman.,1,0,1,0
That confidence and loyalty appear to be what clinched the role for Mr. Mnuchin.,2,0,0,1
"On the surface, all of that may make Mr. Mnuchin an outsider of sorts.",1,0,1,0
“She has an amazing life story and has helped countless Americans in her public service career.,2,0,0,1
"Chao was part of a Bush Alumni Coalition that helped elect Trump, releasing a public letter in support of the Republican nominee in September.",1,0,1,0
“She’s an outstanding choice.,2,0,0,1
Gay rights groups have also been critical of Mr. Price.,0,1,0,0
"And when reports surfaced about Mr. Giuliani’s foreign business entanglements and highly compensated speechmaking, Mr. Trump grew even warier.",0,1,0,0
"For those disappointed by the presidential outcome, much of the anxiety stemmed from concerns that relatives who supported Donald J. Trump might gloat about his victory.",0,1,0,0
"Her relationship with Trump has been contentious: In January, Haley delivered the Republican response to President Obama's final State of the Union address, and, without mentioning Trump by name, appeared to criticize him and his candidacy: “During anxious times, it can be tempting to follow the siren call of the angriest voices.”",0,1,0,0
"— Nikki Haley (@nikkihaley) March 1, 2016 As it became clear Trump would win the primary, Haley's name was floated as a potential vice-presidential candidate.",1,0,1,0
"She's also the first Indian American to serve as the state's governor (and only the second in the United States, after Louisiana's Bobby Jindal.) At 44, she's the youngest current governor.",2,0,0,1
"“The meeting is taking place as planned,” Trump spokeswoman Hope Hicks said in a text message, according to a pool report.",1,0,1,0
"Eileen Murphy, a spokeswoman for the paper, confirmed that Mr. Trump’s staff told them the meeting was on again.",1,0,1,0
"Not nice,” Mr. Trump tweeted Tuesday.",1,0,1,0
"The paper disputed this, saying it had always been pushing for an on-the-record session but that Mr. Trump’s team wanted it to be a private meeting.",1,0,1,0
"“Actually,” the president-elect added, “somebody said to me on that, they said, ‘You know, it’s a great idea softening up those laws, but you may get sued a lot more.’",1,0,1,0
"“The Times is a great, great American jewel,” Mr. Trump declared as he prepared to leave the gathering in the newspaper’s 16th-floor boardroom, where portraits of former presidents adorn the walls.",2,0,0,1
"Only a day earlier, Mr. Trump assailed the nation’s most prominent television news anchors and producers in a tense meeting at Trump Tower.",0,1,0,0
Trump spent the entire campaign reducing people to one identity and then generalizing.,0,1,0,0
"When Trump talked about African-Americans he always talked about inner-city poverty, as if that was the sum total of the black experience in America.",0,1,0,0
Hillary Clinton was at her best and most uplifting when she spoke about American interests in world affairs and how they relate to our understanding of democracy.,2,0,0,1
"But when it came to life at home, she tended on the campaign trail to lose that large vision and slip into the rhetoric of diversity, calling out explicitly to African-American, Latino, L.G.B.T. and women voters at every stop.",0,1,0,0
"Ronald Reagan did that very skillfully, whatever one may think of his vision.",2,0,0,1
"McManus identified the San Antonio detective killed Sunday as Benjamin Marconi, 50, a 20-year veteran of the force.",1,0,1,0
"The 46-year-old officer, who was not named, is a married father of three and, like Marconi, a 20-year veteran of the force.",1,0,1,0
"Trump Picks Jeff Sessions, Senator Accused Of Racism, For Attorney General",0,1,0,0
Trump said in a statement on Friday that Sessions was a “world-class legal mind and considered a truly great Attorney General and U.S. Attorney in the state of Alabama.”,2,0,0,1
Flynn has also worried some national security experts with his warmth toward Russia.,0,1,0,0
"In her remarks, Yellen said the Fed, “continues to expect that the evolution of the economy will warrant only gradual increases in the federal funds rate over time” in order to reach full employment and not overshoot on inflation.",1,0,1,0
– Federal Reserve Chair Janet Yellen said Thursday that an interest rate increase likely will be appropriate “relatively soon” as long as there is further evidence of progress in the economy.,1,0,1,0
He said he was proud of the work his team had done to produce policy and personnel guidance “on the complex national security challenges facing our great country”.,2,0,0,1
